gene_id	variant_id	logafc	sample	Tissue	total_coverage	variants	log2_aFC	TOTAL_COUNT	dir	thresh
ENSG00000134202.12	chr1@109737079@C@T	-0.21782211	GTOP-CB271-1601	Stomach	3517	rs7483	-0.32545690636760877	1104	same	20
ENSG00000160181.9	chr21@42346451@G@A	-0.37810625	GTOP-CB271-1601	Stomach	15741	rs225334	-0.6464411619102605	5264	same	20
ENSG00000183255.12	chr21@44850330@G@A	-0.27214546	GTOP-CB271-1601	Stomach	1510	rs873317	-0.4422800352525845	1887	same	20
GTOPG000000085	chr22@22712431@G@T	-0.4092272	GTOP-CB271-1601	Stomach	724	rs5759408	1.2002986504858313	155	diff	20
ENSG00000189306.12	chr22@42511851@C@T	0.83772857	GTOP-CB271-1601	Stomach	131	rs5758775	1.5693656456701377	123	same	20
ENSG00000180398.13	chr2@46903009@G@T	1.07214979	GTOP-CB271-1601	Stomach	242	rs1051317	0.8459663713275791	221	same	20
ENSG00000115339.15	chr2@165748500@A@T	0.57053543	GTOP-CB271-1601	Stomach	333	rs13429321	0.7332616254027875	623	same	20
ENSG00000138398.17	chr2@169584491@G@A	6.65821148	GTOP-CB271-1601	Stomach	204	rs2276611	3.2479275134435857	21	same	20
ENSG00000115461.5	chr2@216672976@C@A	-0.54238271	GTOP-CB271-1601	Stomach	366	rs76374536	0.352060066228517	1359	diff	20
ENSG00000196542.9	chr3@161344936@A@G	-0.53307837	GTOP-CB271-1601	Stomach	1270	rs163327	-0.9484696993599179	167	same	20
ENSG00000173905.9	chr3@168009648@C@T	3.66296501	GTOP-CB271-1601	Stomach	41	rs4254706	0.6000693931113645	239	same	20
ENSG00000163956.13	chr4@3512812@G@A	-0.64268921	GTOP-CB271-1601	Stomach	2154	rs1049574	-0.4515090559439902	393	same	20
ENSG00000178597.7	chr4@7432880@C@A	1.04782853	GTOP-CB271-1601	Stomach	273	rs10014338	0.8105222011362871	179	same	20
ENSG00000138801.9	chr4@107614179@C@T	-0.58798385	GTOP-CB271-1601	Stomach	398	rs9569	-1.2009518970629367	607	same	20
ENSG00000085871.9	chr4@139665971@A@T	-1.4484605	GTOP-CB271-1601	Stomach	179	rs2132845	-2.893084796083488	59	same	20
ENSG00000124786.13	chr6@8413657@A@G	0.75383941	GTOP-CB271-1601	Stomach	137	rs3757099	0.9521714749093848	135	same	20
ENSG00000096088.16	chr6@41741878@A@T	4.70043972	GTOP-CB271-1601	Stomach	27	rs80039733	0.22826898767311732	2508	same	20
ENSG00000203875.14	chr6@85678170@G@T	2.39231742	GTOP-CB271-1601	Stomach	275	rs1059307	1.09515723304034	207	same	20
ENSG00000135535.17	chr6@109366911@A@G	0.28634281	GTOP-CB271-1601	Stomach	1658	rs7372	-0.43963063287501264	2090	diff	20
ENSG00000127914.19	chr7@92058037@A@G	3.5849625	GTOP-CB271-1601	Stomach	26	rs1544377	2.1154772174199357	32	same	20
ENSG00000106258.16	chr7@99648291@A@G	2.28371978	GTOP-CB271-1601	Stomach	1033	rs15524	0.687409769691974	201	same	20
ENSG00000105983.23	chr7@156682359@A@C	1.77760758	GTOP-CB271-1601	Stomach	31	chr7_156682359_A_C	0.6594124498810374	276	same	20
ENSG00000164949.8	chr8@94249727@T@C	0.77556843	GTOP-CB271-1601	Stomach	160	rs17036	0.6368636026331861	465	same	20
ENSG00000167653.5	chr8@142682583@G@A	3.71344667	GTOP-CB271-1601	Stomach	85497	rs2976396	3.9106277571138834	15253	same	20
ENSG00000107742.14	chr10@72062503@C@T	-1.72246602	GTOP-CB271-1710	Esophagus	43	rs11000161	-2.078002512001273	47	same	20
ENSG00000166888.13	chr12@57095865@C@T	0.60968493	GTOP-CB271-1710	Esophagus	341	rs4559	-0.5781733350585172	708	diff	20
ENSG00000139329.5	chr12@91103708@A@G	-0.27940639	GTOP-CB271-1710	Esophagus	1875	rs80228231	-0.6076825772212398	212	same	20
ENSG00000111670.16	chr12@101764985@T@C	-3.5849625	GTOP-CB271-1710	Esophagus	65	rs10778148	-1.0752881273042372	87	same	20
ENSG00000165804.16	chr14@21090399@G@C	0.93490497	GTOP-CB271-1710	Esophagus	99	rs6571653	-0.9284467389749659	180	diff	20
ENSG00000103811.18	chr15@78921873@C@T	-1.22706891	GTOP-CB271-1710	Esophagus	294	rs3129	-1.4918530963296746	122	same	20
ENSG00000198920.11	chr17@6578613@G@A	-2.96347412	GTOP-CB271-1710	Esophagus	44	rs9751	-1.8129144473995047	167	same	20
ENSG00000105355.9	chr19@4838578@T@C	-0.41681312	GTOP-CB271-1710	Esophagus	474	rs60537156	-1.4385730137396329	141	same	20
ENSG00000167775.11	chr19@8302475@G@C	0.61439592	GTOP-CB271-1710	Esophagus	1187	rs2227289	2.0324214776923775	56	same	20
ENSG00000162512.16	chr1@30869541@A@C	-2.82781902	GTOP-CB271-1710	Esophagus	81	rs796441004	-2.115477217419936	112	same	20
ENSG00000189306.12	chr22@42511851@C@T	1.01559686	GTOP-CB271-1710	Esophagus	417	rs5758775	0.9765410271760111	92	same	20
ENSG00000138398.17	chr2@169584491@G@A	8.28540222	GTOP-CB271-1710	Esophagus	313	rs2276611	3.9068905956085187	32	same	20
ENSG00000123600.21	chr2@171323433@C@T	-1.49032563	GTOP-CB271-1710	Esophagus	80	rs80027089	-1.5579954531208868	71	same	20
ENSG00000047849.22	chr3@47912243@C@A	3.24792751	GTOP-CB271-1710	Esophagus	21	rs34025851	1.777607578663552	31	same	20
ENSG00000114107.9	chr3@138495057@G@A	-1.36257008	GTOP-CB271-1710	Esophagus	50	rs200651923	-1.234465253637023	57	same	20
ENSG00000249307.9	chr4@78971698@A@G	2	GTOP-CB271-1710	Esophagus	70	rs78437574	1.971241007018576	187	same	20
ENSG00000164587.13	chr5@150444222@G@A	-1.91753784	GTOP-CB271-1710	Esophagus	43	rs2070844	-1.8744691179161412	28	same	20
ENSG00000112031.16	chr6@152989769@G@T	-2.10433666	GTOP-CB271-1710	Esophagus	53	rs71575951	-2.3398500028846247	97	same	20
ENSG00000291237.1	chr6@159679608@A@T	-0.38050982	GTOP-CB271-1710	Esophagus	511	rs8031	0.2544536305687463	1171	diff	20
ENSG00000167653.5	chr8@142682583@G@A	1.44761874	GTOP-CB271-1710	Esophagus	1122	rs2976396	2.070389327891398	26	same	20
ENSG00000165272.16	chr9@33441828@C@A	-1.33786964	GTOP-CB271-1710	Esophagus	254	rs16919255	-2.893084796083488	59	same	20
ENSG00000120594.17	chr10@20287414@A@G	-3.5849625	GTOP-CB271-4022	Heart_Mitral_Valve	26	rs11011930	-0.5723624639415226	286	same	20
ENSG00000166387.14	chr11@7577332@T@C	1.27008916	GTOP-CB271-4022	Heart_Mitral_Valve	58	rs6578879	1.2298675418985945	184	same	20
ENSG00000085063.18	chr11@33708715@G@T	-0.37499714	GTOP-CB271-4022	Heart_Mitral_Valve	944	rs7357	0.5127611210434238	580	diff	20
ENSG00000111671.10	chr12@6871059@G@C	0.93680617	GTOP-CB271-4022	Heart_Mitral_Valve	102	rs11064436	2.0443941193584534	41	same	20
ENSG00000284634.2	chr12@9648777@A@G	1.83650127	GTOP-CB271-4022	Heart_Mitral_Valve	32	rs3764024	-2.137503523749935	27	diff	20
ENSG00000257594.4	chr12@89523741@A@G	1.55942741	GTOP-CB271-4022	Heart_Mitral_Valve	75	rs2230281	1.7884958948062883	49	same	20
ENSG00000139329.5	chr12@91103708@A@G	-0.40179576	GTOP-CB271-4022	Heart_Mitral_Valve	21531	rs80228231	-0.7603973512073463	1382	same	20
ENSG00000165795.25	chr14@21016818@G@A	-0.27928376	GTOP-CB271-4022	Heart_Mitral_Valve	1368	rs57283422	-0.6835263352047458	172	same	20
ENSG00000100445.18	chr14@24440075@C@T	0.84245872	GTOP-CB271-4022	Heart_Mitral_Valve	243	rs1043839	-0.9379390318677483	277	diff	20
ENSG00000133983.16	chr14@70326287@A@G	0.62659699	GTOP-CB271-4022	Heart_Mitral_Valve	753	rs4749	-1.4288432988038742	48	diff	20
ENSG00000103811.18	chr15@78921873@C@T	-1.69067194	GTOP-CB271-4022	Heart_Mitral_Valve	241	rs3129	-1.3461756411340398	209	same	20
ENSG00000170540.16	chr16@18793047@C@G	-0.34590696	GTOP-CB271-4022	Heart_Mitral_Valve	813	rs551351857	-0.4238077089065759	576	same	20
ENSG00000140749.9	chr16@21641399@A@G	1.10433666	GTOP-CB271-4022	Heart_Mitral_Valve	189	rs1055740	-4.247927513443585	20	diff	20
ENSG00000102934.10	chr16@57256876@C@T	-1.14135585	GTOP-CB271-4022	Heart_Mitral_Valve	109	rs3751707	-1.8744691179161412	56	same	20
ENSG00000103187.8	chr16@84565924@A@G	0.95024696	GTOP-CB271-4022	Heart_Mitral_Valve	173	rs7458	0.7734075901342664	233	same	20
ENSG00000007237.19	chr17@9911247@C@G	-0.41327704	GTOP-CB271-4022	Heart_Mitral_Valve	478	rs2240738	-0.3051435105917987	2126	same	20
ENSG00000166482.12	chr17@19384163@T@G	-0.3734584	GTOP-CB271-4022	Heart_Mitral_Valve	1111	rs6587082	-1.0925661187360727	520	same	20
GTOPG000000629	chr17@68101661@C@G	2.32192809	GTOP-CB271-4022	Heart_Mitral_Valve	24	rs62085661	3.9385994553358565	49	same	20
ENSG00000177885.15	chr17@75319287@C@T	0.78727068	GTOP-CB271-4022	Heart_Mitral_Valve	169	rs7219	1.1768777620840791	150	same	20
ENSG00000099817.12	chr19@1088319@C@T	-0.3016557	GTOP-CB271-4022	Heart_Mitral_Valve	1632	rs6844	1.2630344058337937	51	diff	20
ENSG00000167775.11	chr19@8303910@C@A	-0.812373	GTOP-CB271-4022	Heart_Mitral_Valve	452	rs2232783	-2.070389327891398	26	same	20
ENSG00000105447.13	chr19@48446029@G@T	1.14295795	GTOP-CB271-4022	Heart_Mitral_Valve	77	rs1643487	3.321928094887362	22	same	20
ENSG00000162512.16	chr1@30869541@A@C	-2.55799545	GTOP-CB271-4022	Heart_Mitral_Valve	186	rs796441004	-1.6655809609294407	121	same	20
ENSG00000162383.13	chr1@53087985@G@A	-3.45943162	GTOP-CB271-4022	Heart_Mitral_Valve	72	rs41312042	-2.0395283641866375	46	same	20
ENSG00000134202.12	chr1@109737079@C@T	-0.63616827	GTOP-CB271-4022	Heart_Mitral_Valve	1461	rs7483	-0.8430306536616006	271	same	20
ENSG00000282608.2	chr1@111499573@T@C	0.92961067	GTOP-CB271-4022	Heart_Mitral_Valve	183	rs1415792	2.8744691179161412	25	same	20
ENSG00000282608.2	chr1@111499614@G@A	0.9068906	GTOP-CB271-4022	Heart_Mitral_Valve	184	rs1415793	2.807354922057604	24	same	20
ENSG00000168734.14	chr20@44532318@G@A	1.77760758	GTOP-CB271-4022	Heart_Mitral_Valve	62	rs2425647	4.321928094887363	21	same	20
ENSG00000160255.19	chr21@44886223@G@T	-0.68732422	GTOP-CB271-4022	Heart_Mitral_Valve	355	rs1160263	-1.2801079191927354	72	same	20
ENSG00000100364.19	chr22@45196699@T@C	-0.6303544	GTOP-CB271-4022	Heart_Mitral_Valve	186	rs2072719	-0.8413022539809418	134	same	20
ENSG00000121966.8	chr2@136115514@G@A	-1.47999294	GTOP-CB271-4022	Heart_Mitral_Valve	72	rs2228014	0.877515993475005	122	diff	20
ENSG00000123600.21	chr2@171323433@C@T	-2.169925	GTOP-CB271-4022	Heart_Mitral_Valve	33	rs80027089	-2.584962500721156	35	same	20
ENSG00000115461.5	chr2@216672976@C@A	-0.17122297	GTOP-CB271-4022	Heart_Mitral_Valve	2362	rs76374536	0.8402195559632307	2249	diff	20
ENSG00000134077.16	chr3@9363203@C@T	-1.21501289	GTOP-CB271-4022	Heart_Mitral_Valve	93	rs2258767	1.42449782852791	70	diff	20
ENSG00000172340.15	chr3@67375387@A@C	0.70043972	GTOP-CB271-4022	Heart_Mitral_Valve	168	rs1065401	0.7401328732448893	243	same	20
ENSG00000173905.9	chr3@168009648@C@T	4.39231742	GTOP-CB271-4022	Heart_Mitral_Valve	220	rs4254706	0.5849625007211562	285	same	20
ENSG00000163956.13	chr4@3512812@G@A	-0.42155081	GTOP-CB271-4022	Heart_Mitral_Valve	3102	rs1049574	-0.84799690655495	196	same	20
ENSG00000196616.15	chr4@99307309@T@C	0.43769017	GTOP-CB271-4022	Heart_Mitral_Valve	8071	rs1042026	0.5149329023019845	1948	same	20
ENSG00000145423.5	chr4@153781265@C@G	0.19930881	GTOP-CB271-4022	Heart_Mitral_Valve	3712	rs79071507	1.213347281733441	531	same	20
ENSG00000019582.17	chr5@150402064@T@C	-0.49553527000000003	GTOP-CB271-4022	Heart_Mitral_Valve	25754	rs1056400	1.036525876025114	119	diff	20
ENSG00000113140.11	chr5@151662989@C@G	-0.13446251	GTOP-CB271-4022	Heart_Mitral_Valve	6249	rs1054204	-0.09427276522464255	13135	same	20
ENSG00000186470.14	chr6@26378060@T@A	-3.169925	GTOP-CB271-4022	Heart_Mitral_Valve	20	rs72841536	-1.3388019134517586	60	same	20
ENSG00000079931.15	chr6@132296235@C@G	-4.39231742	GTOP-CB271-4022	Heart_Mitral_Valve	22	rs15017	-2.584962500721156	42	same	20
ENSG00000106483.12	chr7@37907347@G@A	0.51312976	GTOP-CB271-4022	Heart_Mitral_Valve	1699	rs62446002	0.36941488215304674	589	same	20
ENSG00000158604.16	chr7@44578149@C@T	-2.67807191	GTOP-CB271-4022	Heart_Mitral_Valve	37	rs1055967	1.3953012812175818	167	diff	20
ENSG00000135211.6	chr7@77794257@G@A	-0.48682818	GTOP-CB271-4022	Heart_Mitral_Valve	353	rs7953	1.6520766965796931	87	diff	20
ENSG00000106565.19	chr7@150793996@T@G	0.54095532	GTOP-CB271-4022	Heart_Mitral_Valve	1144	rs3173833	1.0432840977288	1206	same	20
GTOPG000000546	chr7@150793996@T@G	1.39231742	GTOP-CB271-4022	Heart_Mitral_Valve	58	rs3173833	1.0432840977288	1206	same	20
ENSG00000164733.23	chr8@11845033@T@C	-0.14782612	GTOP-CB271-4022	Heart_Mitral_Valve	4083	rs8898	0.3201783129374027	3710	diff	20
ENSG00000104763.20	chr8@18057334@G@A	-0.47352645	GTOP-CB271-4022	Heart_Mitral_Valve	1703	rs71526182	0.5315232417596959	269	diff	20
ENSG00000067167.8	chr8@70574333@G@C	1.74322458	GTOP-CB271-4022	Heart_Mitral_Valve	100	rs268566	0.5347077299414604	453	same	20
ENSG00000164684.13	chr8@80629058@A@T	-1.4288433	GTOP-CB271-4022	Heart_Mitral_Valve	48	rs1132752	-0.5714159688832084	266	same	20
ENSG00000155090.15	chr8@102649991@G@A	0.51823639	GTOP-CB271-4022	Heart_Mitral_Valve	287	rs3191333	-1.4774780740547508	246	diff	20
ENSG00000291317.1	chr8@144465013@A@C	0.68280982	GTOP-CB271-4022	Heart_Mitral_Valve	198	rs2620645	-1.4405725913859815	52	diff	20
ENSG00000086062.14	chr9@33113324@C@T	-2.45943162	GTOP-CB271-4022	Heart_Mitral_Valve	26	rs7019909	0.5534842692479881	343	diff	20
ENSG00000233117.5	chr10@4203335@T@C	2	GTOP-CB271-4155	Aortic_Arch	45	rs61829400	1.8826430493618413	150	same	20
ENSG00000077943.8	chr10@15515116@G@A	-0.20767795	GTOP-CB271-4155	Aortic_Arch	3883	rs878321	-0.4272613351104616	4340	same	20
ENSG00000095637.23	chr10@95312970@A@C	0.22928778	GTOP-CB271-4155	Aortic_Arch	1425	rs1053417	-0.32227033069513233	3794	diff	20
ENSG00000050165.19	chr11@11964514@T@C	-0.69936486	GTOP-CB271-4155	Aortic_Arch	3794	rs3206824	-0.7032051882655307	2318	same	20
ENSG00000255400.2	chr11@12087091@G@A	2.39231742	GTOP-CB271-4155	Aortic_Arch	25	rs7483420	1.5000736031346433	134	same	20
ENSG00000033327.13	chr11@78215723@A@G	-1.28950662	GTOP-CB271-4155	Aortic_Arch	62	rs1046780	-0.7072182507721541	258	same	20
ENSG00000149218.5	chr11@95132170@T@C	-0.79690813	GTOP-CB271-4155	Aortic_Arch	271	rs586421	-1.0628408735702315	451	same	20
ENSG00000170962.13	chr11@103907426@C@T	-0.26906482	GTOP-CB271-4155	Aortic_Arch	1667	rs1053861	-0.6683785089087937	290	same	20
ENSG00000111671.10	chr12@6871059@G@C	1.33985	GTOP-CB271-4155	Aortic_Arch	113	rs11064436	1.7725895038969275	53	same	20
ENSG00000111341.10	chr12@14882147@T@C	-0.07885542	GTOP-CB271-4155	Aortic_Arch	15555	rs4236	0.11969713291279375	27834	diff	20
ENSG00000111371.16	chr12@46184138@G@T	1	GTOP-CB271-4155	Aortic_Arch	93	rs1049304	1.371968777386958	61	same	20
ENSG00000139329.5	chr12@91103708@A@G	-0.82122212000000006	GTOP-CB271-4155	Aortic_Arch	2742	rs80228231	-1.8073549220576042	45	same	20
ENSG00000111670.16	chr12@101764985@T@C	-2.2370392	GTOP-CB271-4155	Aortic_Arch	40	rs10778148	-1.932885804141463	53	same	20
ENSG00000139433.11	chr12@109851696@T@G	-0.9216121	GTOP-CB271-4155	Aortic_Arch	301	rs7304559	-0.777607578663552	190	same	20
ENSG00000139679.16	chr13@48412896@A@G	0.34760423	GTOP-CB271-4155	Aortic_Arch	734	rs2227311	1.42449782852791	70	same	20
ENSG00000102466.17	chr13@101721219@C@A	0.830075	GTOP-CB271-4155	Aortic_Arch	225	rs1046197	1.4992326266952722	199	same	20
ENSG00000100445.18	chr14@24440156@T@C	0.67646086	GTOP-CB271-4155	Aortic_Arch	291	rs1043831	0.47939674507522195	328	same	20
ENSG00000187720.15	chr15@71780158@C@T	1.39592868	GTOP-CB271-4155	Aortic_Arch	69	rs1054259	1.1023617176296778	107	same	20
ENSG00000103811.18	chr15@78921873@C@T	-1.2937312	GTOP-CB271-4155	Aortic_Arch	214	rs3129	-0.8073549220576042	154	same	20
ENSG00000169347.17	chr16@20311117@A@G	5.08746284	GTOP-CB271-4155	Aortic_Arch	140	rs11642182	7.247927513443585	153	same	20
ENSG00000166482.12	chr17@19384163@T@G	-0.77651172	GTOP-CB271-4155	Aortic_Arch	3573	rs6587082	-1.0977092102859227	2151	same	20
ENSG00000167775.11	chr19@8303874@G@A	-0.69645043	GTOP-CB271-4155	Aortic_Arch	511	rs2232784	-0.8524428115861421	101	same	20
ENSG00000130312.7	chr19@17306756@C@T	0.35457286	GTOP-CB271-4155	Aortic_Arch	916	rs6903	1.5474877953024933	51	same	20
ENSG00000130303.14	chr19@17403172@T@G	0.68340232	GTOP-CB271-4155	Aortic_Arch	1144	rs9576	1.7258250365610057	56	same	20
ENSG00000162512.16	chr1@30869541@A@C	-2.80735492	GTOP-CB271-4155	Aortic_Arch	112	rs796441004	-2.222392421336448	102	same	20
ENSG00000134202.12	chr1@109737079@C@T	-0.2967067	GTOP-CB271-4155	Aortic_Arch	1903	rs7483	-0.5305147166987798	308	same	20
ENSG00000135862.6	chr1@183144817@A@G	0.39069368	GTOP-CB271-4155	Aortic_Arch	587	rs1547715	0.46793940044140075	989	same	20
ENSG00000180398.13	chr2@46903009@G@T	0.35962038	GTOP-CB271-4155	Aortic_Arch	621	rs1051317	0.6866339186160617	548	same	20
ENSG00000115380.20	chr2@55866111@G@T	0.30350602	GTOP-CB271-4155	Aortic_Arch	3416	rs77386452	-0.7452450719307729	372	diff	20
ENSG00000173705.9	chr3@33150988@C@T	0.3214993	GTOP-CB271-4155	Aortic_Arch	1514	rs35258105	0.4743500589286302	2633	same	20
ENSG00000206538.9	chr3@86941460@T@A	2.56808868	GTOP-CB271-4155	Aortic_Arch	298	rs9828396	3.1598713367783895	159	same	20
ENSG00000065534.20	chr3@123611085@T@C	2.45943162	GTOP-CB271-4155	Aortic_Arch	26	rs2626028	2.7548875021634687	62	same	20
ENSG00000082781.12	chr3@124763266@T@G	-0.38502493	GTOP-CB271-4155	Aortic_Arch	1176	rs2675	-0.2633192700939531	1857	same	20
ENSG00000173905.9	chr3@168009629@C@T	-4.61890983	GTOP-CB271-4155	Aortic_Arch	179	rs79339930	-0.7533600324168749	188	same	20
ENSG00000163956.13	chr4@3512812@G@A	-0.47032754	GTOP-CB271-4155	Aortic_Arch	3404	rs1049574	-0.41937643500318117	388	same	20
ENSG00000169851.16	chr4@31146665@C@T	0.63811221	GTOP-CB271-4155	Aortic_Arch	386	rs11567	-0.32300836078649825	601	diff	20
ENSG00000289034.2	chr4@87996684@C@T	-2.88752527	GTOP-CB271-4155	Aortic_Arch	42	rs17013707	-2	40	same	20
ENSG00000196616.15	chr4@99307309@T@C	0.49344553	GTOP-CB271-4155	Aortic_Arch	5184	rs1042026	0.4437550082078026	1350	same	20
ENSG00000145423.5	chr4@153781265@C@G	0.75042131	GTOP-CB271-4155	Aortic_Arch	3664	rs79071507	0.5849625007211562	265	same	20
ENSG00000154556.20	chr4@185645833@A@G	0.44328188	GTOP-CB271-4155	Aortic_Arch	2775	rs3736194	0.521883818097776	911	same	20
ENSG00000217128.13	chr5@131641731@T@C	-1.79141338	GTOP-CB271-4155	Aortic_Arch	58	rs1225902336	2.643856189774725	29	diff	20
ENSG00000113578.18	chr5@142595007@G@T	-0.94110631	GTOP-CB271-4155	Aortic_Arch	146	rs34002	-1.0696341878370523	282	same	20
GTOPG000002684	chr5@147824629@G@A	-2.03562391	GTOP-CB271-4155	Aortic_Arch	51	rs11319	-2.1324502960236495	70	same	20
ENSG00000113140.11	chr5@151662989@C@G	-0.23641353	GTOP-CB271-4155	Aortic_Arch	13700	rs1054204	-0.32003828866896744	18893	same	20
ENSG00000249306.8	chr5@174336564@G@A	-1.7548875	GTOP-CB271-4155	Aortic_Arch	35	rs2964102	-1.7162070339994087	60	same	20
ENSG00000168994.14	chr6@3723098@C@A	0.34128105	GTOP-CB271-4155	Aortic_Arch	705	rs742541	0.30997434890685366	1140	same	20
ENSG00000124786.13	chr6@8413657@A@G	0.85940167	GTOP-CB271-4155	Aortic_Arch	197	rs3757099	1.7279204545631992	69	same	20
ENSG00000007944.16	chr6@16147827@G@T	-1.5000736	GTOP-CB271-4155	Aortic_Arch	134	rs2205795	-0.7441610955704102	214	same	20
ENSG00000172201.12	chr6@19837738@A@G	-0.49656738	GTOP-CB271-4155	Aortic_Arch	311	rs12662234	-1.1169761214933533	938	same	20
ENSG00000135535.17	chr6@109366911@A@G	0.27256504	GTOP-CB271-4155	Aortic_Arch	2665	rs7372	-0.48958445264389777	952	diff	20
ENSG00000146477.6	chr6@160348779@C@T	0.78157648	GTOP-CB271-4155	Aortic_Arch	329	rs668871	-0.5132178932177471	517	diff	20
ENSG00000186340.17	chr6@169216017@C@T	-0.35845397	GTOP-CB271-4155	Aortic_Arch	623	rs3253	0.4756375102828154	404	diff	20
ENSG00000223855.5	chr7@522588@T@G	3.08746284	GTOP-CB271-4155	Aortic_Arch	76	rs9801136	2.584962500721156	35	same	20
ENSG00000086289.13	chr7@37921113@T@C	0.99276843	GTOP-CB271-4155	Aortic_Arch	299	rs149991556	0.4723046999516941	339	same	20
ENSG00000038945.15	chr8@16140636@T@C	-4.857981	GTOP-CB271-4155	Aortic_Arch	60	rs12718376	1.1277555471983727	86	diff	20
ENSG00000120885.22	chr8@27597925@T@C	0.501698	GTOP-CB271-4155	Aortic_Arch	1278	rs3087554	0.5954931682133257	457	same	20
ENSG00000086062.14	chr9@33111790@T@C	2.51457317	GTOP-CB271-4155	Aortic_Arch	47	rs16918998	-0.7023194513593148	155	diff	20
ENSG00000106799.15	chr9@99152530@G@A	-0.53886609	GTOP-CB271-4155	Aortic_Arch	650	rs3739798	-0.8549875685231754	1542	same	20
ENSG00000107290.14	chr9@132328022@A@C	2.5849625	GTOP-CB271-4155	Aortic_Arch	21	rs1185193	-1.9772799234999165	79	diff	20
ENSG00000107798.18	chr10@89247603@T@G	0.64018162	GTOP-CB281-3082	Spleen	5552	rs1051338	0.6848487258570511	2146	same	20
ENSG00000167244.22	chr11@2129214@T@C	0.90923454	GTOP-CB281-3082	Spleen	118	rs2585	1.1699250014423124	91	same	20
ENSG00000278615.5	chr11@62662863@G@A	0.22645239	GTOP-CB281-3082	Spleen	1430	rs7386	-0.7251401587694165	130	diff	20
ENSG00000166888.13	chr12@57095865@C@T	0.43753214	GTOP-CB281-3082	Spleen	412	rs4559	-0.32038427982202516	841	diff	20
ENSG00000155957.19	chr12@66137823@T@C	-1.6911619	GTOP-CB281-3082	Spleen	203	rs11176054	-1.137503523749935	96	same	20
ENSG00000167272.11	chr12@120579809@C@T	-1.03665847	GTOP-CB281-3082	Spleen	415	rs142190925	-0.818161677014187	105	same	20
ENSG00000185896.11	chr13@113297407@C@T	1.49426419	GTOP-CB281-3082	Spleen	355	rs7983578	0.6290850539534639	410	same	20
ENSG00000166426.8	chr15@78340488@C@G	2.38246964	GTOP-CB281-3082	Spleen	174	rs1127472	3.9068905956085187	48	same	20
ENSG00000108518.8	chr17@4945989@G@A	-0.08700223	GTOP-CB281-3082	Spleen	16720	rs13204	0.1647196554393742	4384	diff	20
ENSG00000123159.16	chr19@14478566@C@T	-1.46948528	GTOP-CB281-3082	Spleen	49	rs1127307	-1.4360991148066735	63	same	20
ENSG00000130300.9	chr19@17351998@T@G	0.5347661	GTOP-CB281-3082	Spleen	2936	chr19_17351998_T_G	0.48711517732301146	586	same	20
ENSG00000204936.10	chr19@43353721@G@C	1	GTOP-CB281-3082	Spleen	321	rs45441892	1.4329594072761063	111	same	20
ENSG00000105499.14	chr19@48048289@A@T	-1.3734584	GTOP-CB281-3082	Spleen	79	rs9226	-1.722466024471091	43	same	20
ENSG00000142512.15	chr19@51410362@G@C	-0.80480824	GTOP-CB281-3082	Spleen	445	rs8102959	-0.5025003405291831	348	same	20
ENSG00000219481.11	chr1@16606436@C@A	1.87446912	GTOP-CB281-3082	Spleen	42	rs2779482	2.925999418556223	43	same	20
ENSG00000244038.11	chr1@20652339@T@C	0.32930763	GTOP-CB281-3082	Spleen	704	rs6893	-0.34665052429859367	552	diff	20
ENSG00000162511.8	chr1@30732548@C@T	0.1496689	GTOP-CB281-3082	Spleen	5480	rs9146	0.24136895369299216	1342	same	20
ENSG00000116791.14	chr1@74706067@T@C	-0.93945846	GTOP-CB281-3082	Spleen	213	rs17459	-1.2593866288186495	112	same	20
ENSG00000163221.9	chr1@153373787@A@G	0.45949891	GTOP-CB281-3082	Spleen	4629	rs4772	0.7608123361205739	194	same	20
ENSG00000073754.6	chr1@157831788@T@A	-0.2904872	GTOP-CB281-3082	Spleen	10106	rs1048086	-0.365667987040356	5323	same	20
ENSG00000135821.20	chr1@182382492@T@A	0.94995932	GTOP-CB281-3082	Spleen	129	rs4517308	-2.4594316186372973	52	diff	20
GTOPG000000085	chr22@22697977@T@C	-0.30679811	GTOP-CB281-3082	Spleen	17068	rs1312	-1.939627382020518	295	same	20
ENSG00000100316.16	chr22@39312960@C@T	-0.10731072999999999	GTOP-CB281-3082	Spleen	14069	rs141236265	0.30873038601027614	2655	diff	20
ENSG00000182551.14	chr2@3498284@T@G	-1.12706746	GTOP-CB281-3082	Spleen	1245	rs1130319	-0.8259706002249511	183	same	20
ENSG00000240682.10	chr3@129129391@T@G	2.27301849	GTOP-CB281-3082	Spleen	35	rs1061847	1.2115041051937119	63	same	20
ENSG00000168421.14	chr4@40197015@C@T	1.187627	GTOP-CB281-3082	Spleen	118	rs1212810272	1.3575520046180838	57	same	20
ENSG00000145365.12	chr4@112277649@G@C	-0.8353693	GTOP-CB281-3082	Spleen	142	rs701758	-0.9857861407802991	152	same	20
ENSG00000150625.17	chr4@175634131@A@G	-1.19094278	GTOP-CB281-3082	Spleen	174	rs1049835	-1.2954558835261714	76	same	20
ENSG00000164405.11	chr5@132867460@T@G	1.94460176	GTOP-CB281-3082	Spleen	354	rs80192278	2.074000581443777	99	same	20
